transaction_id	account_id	client_id	transaction_date	operation_type	amount	currency	balance_after	merchant_category	channel	counterparty	source_system	load_batch_id
300104	600080	200080	2023-12-04	FEE	-2023.00	INR	77880	RESTAURANT	ATM	Loan Servicer	ABS_CORE	ABS_2026_04_25
300105	600202	200202	2023-05-10	TRANSFER_IN	1888.00	INR	97150	OTHER	ATM	Employer Ltd	ABS_CORE	ABS_2026_04_25
300106	600550	200550	2022-07-01	FEE	-4869.00	INR	37640	ONLINE_SHOP	MOBILE	Internal Transfer	ABS_CORE	ABS_2026_04_25
300107	600081	200081	2023-02-11	LOAN_PAYMENT	-544.00	INR	57068	SALARY	WEB	Utility Provider	ABS_CORE	ABS_2026_04_25
300108	600482	200482	2024-08-18	INTEREST	2580.00	INR	77018	OTHER	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300109	600778	200778	2023-07-22	FEE	-4240.00	INR	16002	GROCERY	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300110	600874	200874	2023-02-14	SALARY	3992.00	INR	76069	OTHER	POS	Utility Provider	ABS_CORE	ABS_2026_04_25
300111	600566	200566	2025-01-02	SALARY	2094.00	INR	2758	SALARY	WEB	Employer Ltd	ABS_CORE	ABS_2026_04_25
300112	600464	200464	2024-05-04	INTEREST	2850.00	INR	35712	OTHER	WEB	Retail Merchant	ABS_CORE	ABS_2026_04_25
300113	600053	200053	2023-11-25	FEE	-4528.00	INR	88489	ONLINE_SHOP	ATM	Utility Provider	ABS_CORE	ABS_2026_04_25
300114	600163	200163	2024-12-13	INTEREST	1456.00	INR	18939	ATM	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300115	600947	200947	2024-03-02	DEPOSIT_TOPUP	4163.00	INR	62558	ATM	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300116	600315	200315	2022-10-28	CASH_WITHDRAWAL	-4394.00	INR	49938	SALARY	BRANCH	Retail Merchant	ABS_CORE	ABS_2026_04_25
300117	600394	200394	2023-05-06	TRANSFER_IN	5131.41	INR	68138	ONLINE_SHOP	WEB	Employer Ltd	ABS_CORE	ABS_2026_04_25
300118	600789	200789	2022-10-23	LOAN_PAYMENT	-610.00	INR	19937	INVESTMENT	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300119	600650	200650	2023-04-08	CARD_PAYMENT	-4323.00	INR	9767	SALARY	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300120	600252	200252	2024-08-09	CARD_PAYMENT	-1165.00	INR	67405	ATM	API	Loan Servicer	ABS_CORE	ABS_2026_04_25
300121	600692	200692	2024-07-05	TRANSFER_IN	2660.00	INR	35093	RESTAURANT	POS	Internal Transfer	ABS_CORE	ABS_2026_04_25
300122	600966	200966	2023-05-03	SALARY	2731.00	INR	23971	ONLINE_SHOP	POS	Investment Provider	ABS_CORE	ABS_2026_04_25
300123	600974	200974	2024-09-14	TRANSFER_IN	3698.00	INR	52943	GROCERY	BRANCH	Retail Merchant	ABS_CORE	ABS_2026_04_25
300124	600659	200659	2024-01-15	DEPOSIT_TOPUP	2984.00	INR	43169	SALARY	API	Investment Provider	ABS_CORE	ABS_2026_04_25
300125	600997	200997	2024-09-12	INTEREST	2553.00	INR	5247	ONLINE_SHOP	WEB	Utility Provider	ABS_CORE	ABS_2026_04_25
300126	600849	200849	2023-12-01	SALARY	3575.00	INR	72586	INVESTMENT	POS	Loan Servicer	ABS_CORE	ABS_2026_04_25
300127	600907	200907	2023-10-04	SALARY	605.00	INR	86526	SALARY	API	Retail Merchant	ABS_CORE	ABS_2026_04_25
300128	600848	200848	2023-02-24	LOAN_PAYMENT	-3984.00	INR	93679	UTILITIES	MOBILE	Loan Servicer	ABS_CORE	ABS_2026_04_25
300129	600214	200214	2022-10-21	DEPOSIT_TOPUP	3260.00	INR	71869	RESTAURANT	BRANCH	Utility Provider	ABS_CORE	ABS_2026_04_25
300130	600835	200835	2024-05-20	CASH_WITHDRAWAL	-3763.00	INR	86647	TRANSPORT	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300131	600537	200537	2024-04-25	SALARY	3774.00	INR	91053	SALARY	ATM	Utility Provider	ABS_CORE	ABS_2026_04_25
300132	600383	200383	2022-08-09	TRANSFER_IN	674.00	INR	6606	ONLINE_SHOP	WEB	Utility Provider	ABS_CORE	ABS_2026_04_25
300133	600514	200514	2022-06-02	FEE	-4079.00	INR	76708	OTHER	ATM	Utility Provider	ABS_CORE	ABS_2026_04_25
300134	600205	200205	2022-09-07	TRANSFER_IN	4411.00	INR	16347	ONLINE_SHOP	MOBILE	Internal Transfer	ABS_CORE	ABS_2026_04_25
300135	600451	200451	2022-11-13	CASH_WITHDRAWAL	-2637.00	INR	21222	UTILITIES	BRANCH	Employer Ltd	ABS_CORE	ABS_2026_04_25
300136	600087	200087	2024-11-19	SALARY	3012.00	INR	76070	TRANSPORT	MOBILE	Retail Merchant	ABS_CORE	ABS_2026_04_25
300137	600599	200599	2022-11-24	FEE	-3982.00	INR	43649	TRANSPORT	BRANCH	Retail Merchant	ABS_CORE	ABS_2026_04_25
300138	600272	200272	2025-02-10	CARD_PAYMENT	-1833.00	INR	92016	OTHER	BRANCH	Retail Merchant	ABS_CORE	ABS_2026_04_25
300139	600216	200216	2024-01-05	CARD_PAYMENT	-4885.00	INR	45434	SALARY	POS	Investment Provider	ABS_CORE	ABS_2026_04_25
300140	600985	200985	2024-10-02	FEE	-689.00	INR	76590	LOAN	MOBILE	Investment Provider	ABS_CORE	ABS_2026_04_25
300141	600439	200439	2022-06-27	LOAN_PAYMENT	-4076.00	INR	78592	ATM	ATM	Employer Ltd	ABS_CORE	ABS_2026_04_25
300142	600681	200681	2023-11-08	CARD_PAYMENT	-2965.00	INR	17919	ATM	MOBILE	Retail Merchant	ABS_CORE	ABS_2026_04_25
300143	600003	200003	2023-11-03	DEPOSIT_TOPUP	3267.00	INR	16398	UTILITIES	BRANCH	Investment Provider	ABS_CORE	ABS_2026_04_25
300144	600597	200597	2024-10-01	INTEREST	2592.00	INR	99990	RESTAURANT	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300145	600377	200377	2024-03-17	FEE	-4226.00	INR	21156	INVESTMENT	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300146	600192	200192	2024-06-19	LOAN_PAYMENT	-4756.00	INR	40524	GROCERY	API	Employer Ltd	ABS_CORE	ABS_2026_04_25
300147	600894	200894	2023-04-15	LOAN_PAYMENT	-782.00	INR	9929	LOAN	ATM	Investment Provider	ABS_CORE	ABS_2026_04_25
300148	600496	200496	2024-07-27	CASH_WITHDRAWAL	-2448.00	INR	18171	ATM	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300149	600046	200046	2022-04-07	CASH_WITHDRAWAL	-2359.00	INR	18156	SALARY	MOBILE	Investment Provider	ABS_CORE	ABS_2026_04_25
300150	600199	200199	2025-02-09	INTEREST	1325.00	INR	91347	OTHER	API	Investment Provider	ABS_CORE	ABS_2026_04_25
300151	600032	200032	2022-09-14	CASH_WITHDRAWAL	-4841.00	INR	48523	RESTAURANT	API	Investment Provider	ABS_CORE	ABS_2026_04_25
300152	600895	200895	2025-02-12	FEE	-1340.00	INR	74082	TRANSPORT	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300153	600553	200553	2024-07-02	TRANSFER_OUT	-3989.00	INR	82597	UTILITIES	API	Loan Servicer	ABS_CORE	ABS_2026_04_25
300154	600942	200942	2023-05-09	DEPOSIT_TOPUP	553.00	INR	99993	GROCERY	ATM	Employer Ltd	ABS_CORE	ABS_2026_04_25
300155	600924	200924	2024-12-10	SALARY	2783.00	INR	8955	ONLINE_SHOP	API	Employer Ltd	ABS_CORE	ABS_2026_04_25
300156	600903	200903	2023-08-31	CASH_WITHDRAWAL	-1268.00	INR	64612	UTILITIES	POS	Loan Servicer	ABS_CORE	ABS_2026_04_25
300157	600742	200742	2022-09-10	LOAN_PAYMENT	-4538.00	INR	22972	ONLINE_SHOP	POS	Investment Provider	ABS_CORE	ABS_2026_04_25
300158	600066	200066	2023-06-19	DEPOSIT_TOPUP	803.00	INR	6267	SALARY	API	Loan Servicer	ABS_CORE	ABS_2026_04_25
300159	600803	200803	2024-01-25	DEPOSIT_TOPUP	2758.00	INR	91885	ONLINE_SHOP	ATM	Employer Ltd	ABS_CORE	ABS_2026_04_25
300160	600118	200118	2022-11-21	CASH_WITHDRAWAL	-731.00	INR	96916	TRANSPORT	MOBILE	Loan Servicer	ABS_CORE	ABS_2026_04_25
300161	600606	200606	2024-02-23	CASH_WITHDRAWAL	-2048.00	INR	48385	OTHER	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300162	600873	200873	2022-03-26	DEPOSIT_TOPUP	3434.00	INR	25726	OTHER	API	Retail Merchant	ABS_CORE	ABS_2026_04_25
300163	600318	200318	2023-05-04	INTEREST	482.00	INR	63852	ONLINE_SHOP	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300164	600327	200327	2024-05-06	TRANSFER_IN	580.76	INR	30592	INVESTMENT	API	Investment Provider	ABS_CORE	ABS_2026_04_25
300165	600604	200604	2022-12-23	DEPOSIT_TOPUP	2537.00	INR	95211	GROCERY	POS	Internal Transfer	ABS_CORE	ABS_2026_04_25
300166	600323	200323	2024-05-17	SALARY	2119.00	INR	60226	ONLINE_SHOP	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300167	600466	200466	2022-09-02	SALARY	2830.00	INR	62321	UTILITIES	API	Loan Servicer	ABS_CORE	ABS_2026_04_25
300168	600869	200869	2024-11-16	CARD_PAYMENT	-1054.00	INR	53385	OTHER	MOBILE	Employer Ltd	ABS_CORE	ABS_2026_04_25
300169	600514	200514	2023-06-27	CASH_WITHDRAWAL	-1996.00	INR	59970	RESTAURANT	API	Investment Provider	ABS_CORE	ABS_2026_04_25
300170	600489	200489	2024-12-07	TRANSFER_OUT	-3360.00	INR	27041	LOAN	MOBILE	Loan Servicer	ABS_CORE	ABS_2026_04_25
300171	600989	200989	2024-05-17	LOAN_PAYMENT	-1269.00	INR	70747	UTILITIES	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300172	600659	200659	2024-10-22	TRANSFER_OUT	-2289.00	INR	6986	GROCERY	ATM	Internal Transfer	ABS_CORE	ABS_2026_04_25
300173	600185	200185	2023-01-23	SALARY	2040.00	INR	28635	UTILITIES	BRANCH	Investment Provider	ABS_CORE	ABS_2026_04_25
300174	600401	200401	2022-11-13	FEE	-3082.00	INR	44194	ATM	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300175	600073	200073	2023-10-22	SALARY	4101.00	INR	88419	RESTAURANT	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300176	600746	200746	2022-11-26	INTEREST	1282.00	INR	87048	SALARY	BRANCH	Utility Provider	ABS_CORE	ABS_2026_04_25
300177	600331	200331	2024-07-05	CARD_PAYMENT	-180.00	INR	24356	RESTAURANT	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300178	600167	200167	2024-06-21	FEE	-1258.00	INR	6084	LOAN	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300179	600214	200214	2022-03-21	TRANSFER_OUT	-1194.00	INR	11096	GROCERY	MOBILE	Loan Servicer	ABS_CORE	ABS_2026_04_25
300180	600876	200876	2024-10-06	TRANSFER_IN	3812.00	INR	57100	SALARY	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300181	600861	200861	2023-08-06	CARD_PAYMENT	-2489.00	INR	68596	TRANSPORT	MOBILE	Internal Transfer	ABS_CORE	ABS_2026_04_25
300182	600183	200183	2024-04-18	CASH_WITHDRAWAL	-3258.00	INR	64388	INVESTMENT	API	Employer Ltd	ABS_CORE	ABS_2026_04_25
300183	600607	200607	2022-04-20	TRANSFER_IN	191.00	INR	8463	SALARY	ATM	Retail Merchant	ABS_CORE	ABS_2026_04_25
300184	600121	200121	2022-09-10	FEE	-290.00	INR	20709	RESTAURANT	API	Investment Provider	ABS_CORE	ABS_2026_04_25
300185	600977	200977	2023-10-05	DEPOSIT_TOPUP	1355.00	INR	19445	TRANSPORT	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
